date,Year,Month,Hour,weekday,product_code,quantity
8/31/2015,2015,8,276,Monday,N02BE,38.0
9/1/2015,2015,9,276,Tuesday,N02BE,28.25
9/2/2015,2015,9,276,Wednesday,N02BE,31.3
9/3/2015,2015,9,276,Thursday,N02BE,19.0
9/4/2015,2015,9,276,Friday,N02BE,20.0
9/5/2015,2015,9,276,Saturday,N02BE,20.0
9/6/2015,2015,9,276,Sunday,N02BE,23.6
9/7/2015,2015,9,276,Monday,N02BE,32.8
9/8/2015,2015,9,276,Tuesday,N02BE,29.2
9/9/2015,2015,9,276,Wednesday,N02BE,34.7
9/10/2015,2015,9,276,Thursday,N02BE,21.2
9/11/2015,2015,9,276,Friday,N02BE,30.0
9/12/2015,2015,9,276,Saturday,N02BE,63.3
9/13/2015,2015,9,276,Sunday,N02BE,25.0
9/14/2015,2015,9,276,Monday,N02BE,31.3
9/15/2015,2015,9,276,Tuesday,N02BE,23.8
9/16/2015,2015,9,276,Wednesday,N02BE,16.6
9/17/2015,2015,9,276,Thursday,N02BE,35.5
9/18/2015,2015,9,276,Friday,N02BE,16.0
9/19/2015,2015,9,276,Saturday,N02BE,37.0
9/20/2015,2015,9,276,Sunday,N02BE,28.9
9/21/2015,2015,9,276,Monday,N02BE,46.7
9/22/2015,2015,9,276,Tuesday,N02BE,19.5
9/23/2015,2015,9,276,Wednesday,N02BE,34.65
9/24/2015,2015,9,276,Thursday,N02BE,37.6
9/25/2015,2015,9,276,Friday,N02BE,25.2
9/26/2015,2015,9,276,Saturday,N02BE,33.0
9/27/2015,2015,9,276,Sunday,N02BE,10.425
9/28/2015,2015,9,276,Monday,N02BE,15.4
9/29/2015,2015,9,276,Tuesday,N02BE,39.7
9/30/2015,2015,9,276,Wednesday,N02BE,22.5
10/1/2015,2015,10,276,Thursday,N02BE,34.562
10/2/2015,2015,10,276,Friday,N02BE,37.3
10/3/2015,2015,10,276,Saturday,N02BE,37.2
10/4/2015,2015,10,276,Sunday,N02BE,59.0
10/5/2015,2015,10,276,Monday,N02BE,70.95
10/6/2015,2015,10,276,Tuesday,N02BE,42.725
10/7/2015,2015,10,276,Wednesday,N02BE,44.3
10/8/2015,2015,10,276,Thursday,N02BE,30.7
10/9/2015,2015,10,276,Friday,N02BE,28.062
10/10/2015,2015,10,276,Saturday,N02BE,46.3
10/11/2015,2015,10,276,Sunday,N02BE,70.3
10/12/2015,2015,10,276,Monday,N02BE,68.85
10/13/2015,2015,10,276,Tuesday,N02BE,63.8
10/14/2015,2015,10,276,Wednesday,N02BE,38.6
10/15/2015,2015,10,276,Thursday,N02BE,64.724
10/16/2015,2015,10,276,Friday,N02BE,57.3
10/17/2015,2015,10,276,Saturday,N02BE,74.3
10/18/2015,2015,10,276,Sunday,N02BE,55.6
10/19/2015,2015,10,276,Monday,N02BE,62.6
10/20/2015,2015,10,276,Tuesday,N02BE,44.7
10/21/2015,2015,10,276,Wednesday,N02BE,36.8
10/22/2015,2015,10,276,Thursday,N02BE,35.262
10/23/2015,2015,10,276,Friday,N02BE,41.4
10/24/2015,2015,10,276,Saturday,N02BE,67.4
10/25/2015,2015,10,276,Sunday,N02BE,64.6
10/26/2015,2015,10,276,Monday,N02BE,53.3
10/27/2015,2015,10,276,Tuesday,N02BE,64.4
10/28/2015,2015,10,276,Wednesday,N02BE,33.0
10/29/2015,2015,10,276,Thursday,N02BE,38.3
10/30/2015,2015,10,276,Friday,N02BE,49.6
10/31/2015,2015,10,276,Saturday,N02BE,58.4
11/1/2015,2015,11,276,Sunday,N02BE,80.4
11/2/2015,2015,11,276,Monday,N02BE,46.3
11/3/2015,2015,11,276,Tuesday,N02BE,41.8
11/4/2015,2015,11,276,Wednesday,N02BE,59.8
11/5/2015,2015,11,276,Thursday,N02BE,45.0
11/6/2015,2015,11,276,Friday,N02BE,31.475
11/7/2015,2015,11,276,Saturday,N02BE,69.9
11/8/2015,2015,11,276,Sunday,N02BE,48.6
11/9/2015,2015,11,276,Monday,N02BE,40.75
11/10/2015,2015,11,276,Tuesday,N02BE,41.2
11/11/2015,2015,11,276,Wednesday,N02BE,60.0
11/12/2015,2015,11,276,Thursday,N02BE,24.0
11/13/2015,2015,11,276,Friday,N02BE,22.0
11/14/2015,2015,11,276,Saturday,N02BE,19.0
11/15/2015,2015,11,276,Sunday,N02BE,42.35
11/16/2015,2015,11,276,Monday,N02BE,50.3
11/17/2015,2015,11,276,Tuesday,N02BE,60.0
11/18/2015,2015,11,276,Wednesday,N02BE,24.5
11/19/2015,2015,11,276,Thursday,N02BE,26.4
11/20/2015,2015,11,276,Friday,N02BE,25.6
11/21/2015,2015,11,276,Saturday,N02BE,45.5
11/22/2015,2015,11,276,Sunday,N02BE,41.2
11/23/2015,2015,11,276,Monday,N02BE,69.0
11/24/2015,2015,11,276,Tuesday,N02BE,19.8
11/25/2015,2015,11,276,Wednesday,N02BE,29.0
11/26/2015,2015,11,276,Thursday,N02BE,25.975
11/27/2015,2015,11,276,Friday,N02BE,20.8
11/28/2015,2015,11,276,Saturday,N02BE,46.825
11/29/2015,2015,11,276,Sunday,N02BE,42.2
11/30/2015,2015,11,276,Monday,N02BE,35.3
12/1/2015,2015,12,276,Tuesday,N02BE,23.9
12/2/2015,2015,12,276,Wednesday,N02BE,42.0
12/3/2015,2015,12,276,Thursday,N02BE,56.0
12/4/2015,2015,12,276,Friday,N02BE,25.6
12/5/2015,2015,12,276,Saturday,N02BE,35.05
12/6/2015,2015,12,276,Sunday,N02BE,60.4
12/7/2015,2015,12,276,Monday,N02BE,26.5
12/8/2015,2015,12,276,Tuesday,N02BE,41.325
12/9/2015,2015,12,276,Wednesday,N02BE,41.262
12/10/2015,2015,12,276,Thursday,N02BE,31.9
12/11/2015,2015,12,276,Friday,N02BE,22.7
12/12/2015,2015,12,276,Saturday,N02BE,42.2
12/13/2015,2015,12,276,Sunday,N02BE,29.0
12/14/2015,2015,12,276,Monday,N02BE,37.4
12/15/2015,2015,12,276,Tuesday,N02BE,42.0
12/16/2015,2015,12,276,Wednesday,N02BE,42.0
12/17/2015,2015,12,276,Thursday,N02BE,25.0
12/18/2015,2015,12,276,Friday,N02BE,27.2
12/20/2015,2015,12,276,Sunday,N02BE,43.0
12/21/2015,2015,12,276,Monday,N02BE,53.6
12/22/2015,2015,12,276,Tuesday,N02BE,48.0
12/23/2015,2015,12,276,Wednesday,N02BE,28.8
12/24/2015,2015,12,276,Thursday,N02BE,28.3
12/25/2015,2015,12,276,Friday,N02BE,20.662
12/26/2015,2015,12,276,Saturday,N02BE,87.2
12/27/2015,2015,12,276,Sunday,N02BE,63.5
12/28/2015,2015,12,276,Monday,N02BE,61.5
12/29/2015,2015,12,276,Tuesday,N02BE,71.6
12/30/2015,2015,12,276,Wednesday,N02BE,56.4
12/31/2015,2015,12,276,Thursday,N02BE,44.35
1/2/2016,2016,1,276,Saturday,N02BE,51.2
1/3/2016,2016,1,276,Sunday,N02BE,56.1
1/4/2016,2016,1,276,Monday,N02BE,46.6
1/5/2016,2016,1,276,Tuesday,N02BE,38.6
1/6/2016,2016,1,276,Wednesday,N02BE,61.9
1/8/2016,2016,1,276,Friday,N02BE,39.2
1/9/2016,2016,1,276,Saturday,N02BE,88.3
1/10/2016,2016,1,276,Sunday,N02BE,67.6
1/11/2016,2016,1,276,Monday,N02BE,64.9
1/12/2016,2016,1,276,Tuesday,N02BE,61.35
1/13/2016,2016,1,276,Wednesday,N02BE,41.7
1/14/2016,2016,1,276,Thursday,N02BE,69.0
1/15/2016,2016,1,276,Friday,N02BE,18.1
1/16/2016,2016,1,276,Saturday,N02BE,63.6
1/17/2016,2016,1,276,Sunday,N02BE,46.6
1/18/2016,2016,1,276,Monday,N02BE,62.8
1/19/2016,2016,1,276,Tuesday,N02BE,49.8
1/20/2016,2016,1,276,Wednesday,N02BE,15.1
1/21/2016,2016,1,276,Thursday,N02BE,68.4
1/22/2016,2016,1,276,Friday,N02BE,39.5
1/23/2016,2016,1,276,Saturday,N02BE,36.8
1/24/2016,2016,1,276,Sunday,N02BE,48.1
1/25/2016,2016,1,276,Monday,N02BE,46.95
1/26/2016,2016,1,276,Tuesday,N02BE,30.3
1/27/2016,2016,1,276,Wednesday,N02BE,30.062
1/28/2016,2016,1,276,Thursday,N02BE,33.0
1/29/2016,2016,1,276,Friday,N02BE,74.4
1/30/2016,2016,1,276,Saturday,N02BE,47.462
1/31/2016,2016,1,276,Sunday,N02BE,78.9
2/1/2016,2016,2,276,Monday,N02BE,18.0
2/2/2016,2016,2,276,Tuesday,N02BE,39.0
2/3/2016,2016,2,276,Wednesday,N02BE,39.062
2/4/2016,2016,2,276,Thursday,N02BE,28.8
2/5/2016,2016,2,276,Friday,N02BE,51.6
2/6/2016,2016,2,276,Saturday,N02BE,57.162
2/7/2016,2016,2,276,Sunday,N02BE,88.2
2/8/2016,2016,2,276,Monday,N02BE,28.038
2/9/2016,2016,2,276,Tuesday,N02BE,47.7
2/10/2016,2016,2,276,Wednesday,N02BE,34.1
2/11/2016,2016,2,276,Thursday,N02BE,38.1
2/12/2016,2016,2,276,Friday,N02BE,60.675
2/13/2016,2016,2,276,Saturday,N02BE,42.4
2/14/2016,2016,2,276,Sunday,N02BE,43.6
2/15/2016,2016,2,276,Monday,N02BE,52.2
2/16/2016,2016,2,276,Tuesday,N02BE,29.0
2/17/2016,2016,2,276,Wednesday,N02BE,26.6
2/18/2016,2016,2,276,Thursday,N02BE,43.85
2/19/2016,2016,2,276,Friday,N02BE,28.7
2/20/2016,2016,2,276,Saturday,N02BE,36.9
2/21/2016,2016,2,276,Sunday,N02BE,55.7
2/22/2016,2016,2,276,Monday,N02BE,51.125
2/23/2016,2016,2,276,Tuesday,N02BE,41.3
2/24/2016,2016,2,276,Wednesday,N02BE,35.0
2/25/2016,2016,2,276,Thursday,N02BE,41.0
2/26/2016,2016,2,276,Friday,N02BE,28.55
2/27/2016,2016,2,276,Saturday,N02BE,25.8
2/28/2016,2016,2,276,Sunday,N02BE,66.5
2/29/2016,2016,2,276,Monday,N02BE,46.2
3/1/2016,2016,3,276,Tuesday,N02BE,31.0
3/2/2016,2016,3,276,Wednesday,N02BE,21.3
3/3/2016,2016,3,276,Thursday,N02BE,55.8
3/4/2016,2016,3,276,Friday,N02BE,26.6
3/5/2016,2016,3,276,Saturday,N02BE,38.0
3/6/2016,2016,3,276,Sunday,N02BE,79.9
3/7/2016,2016,3,276,Monday,N02BE,43.5
3/8/2016,2016,3,276,Tuesday,N02BE,44.0
3/9/2016,2016,3,276,Wednesday,N02BE,21.8
3/10/2016,2016,3,276,Thursday,N02BE,23.4
3/11/2016,2016,3,276,Friday,N02BE,22.0
3/12/2016,2016,3,276,Saturday,N02BE,41.8
3/13/2016,2016,3,276,Sunday,N02BE,59.2
3/14/2016,2016,3,276,Monday,N02BE,35.9
3/15/2016,2016,3,276,Tuesday,N02BE,24.0
3/16/2016,2016,3,276,Wednesday,N02BE,37.4
3/17/2016,2016,3,276,Thursday,N02BE,60.2
3/18/2016,2016,3,276,Friday,N02BE,25.462
3/19/2016,2016,3,276,Saturday,N02BE,19.5
3/20/2016,2016,3,276,Sunday,N02BE,42.2
3/21/2016,2016,3,276,Monday,N02BE,45.7
3/22/2016,2016,3,276,Tuesday,N02BE,42.188
3/23/2016,2016,3,276,Wednesday,N02BE,24.25
3/24/2016,2016,3,276,Thursday,N02BE,32.0
3/25/2016,2016,3,276,Friday,N02BE,42.8
3/26/2016,2016,3,276,Saturday,N02BE,33.25
3/27/2016,2016,3,276,Sunday,N02BE,63.3
3/28/2016,2016,3,276,Monday,N02BE,24.6
3/29/2016,2016,3,276,Tuesday,N02BE,36.2
3/30/2016,2016,3,276,Wednesday,N02BE,22.2
3/31/2016,2016,3,276,Thursday,N02BE,31.25
4/1/2016,2016,4,276,Friday,N02BE,50.4
4/2/2016,2016,4,276,Saturday,N02BE,32.3
4/3/2016,2016,4,276,Sunday,N02BE,73.5
4/4/2016,2016,4,276,Monday,N02BE,21.6
4/5/2016,2016,4,276,Tuesday,N02BE,40.3
4/6/2016,2016,4,276,Wednesday,N02BE,15.25
4/7/2016,2016,4,276,Thursday,N02BE,21.0
4/8/2016,2016,4,276,Friday,N02BE,42.3
4/9/2016,2016,4,276,Saturday,N02BE,38.8
4/10/2016,2016,4,276,Sunday,N02BE,21.4
4/11/2016,2016,4,276,Monday,N02BE,26.0
4/12/2016,2016,4,276,Tuesday,N02BE,41.6
4/13/2016,2016,4,276,Wednesday,N02BE,34.0
4/14/2016,2016,4,276,Thursday,N02BE,44.225
4/15/2016,2016,4,276,Friday,N02BE,23.6
4/16/2016,2016,4,276,Saturday,N02BE,33.0
4/17/2016,2016,4,276,Sunday,N02BE,52.8
4/18/2016,2016,4,276,Monday,N02BE,22.1
4/19/2016,2016,4,276,Tuesday,N02BE,24.3
4/20/2016,2016,4,276,Wednesday,N02BE,17.1
4/21/2016,2016,4,276,Thursday,N02BE,21.6
4/22/2016,2016,4,276,Friday,N02BE,21.9
4/23/2016,2016,4,276,Saturday,N02BE,33.2
4/24/2016,2016,4,276,Sunday,N02BE,36.95
4/25/2016,2016,4,276,Monday,N02BE,21.7
4/26/2016,2016,4,276,Tuesday,N02BE,27.2
4/27/2016,2016,4,276,Wednesday,N02BE,47.4
4/28/2016,2016,4,276,Thursday,N02BE,28.0
4/29/2016,2016,4,276,Friday,N02BE,37.0
4/30/2016,2016,4,276,Saturday,N02BE,47.812
5/2/2016,2016,5,276,Monday,N02BE,39.2
5/3/2016,2016,5,276,Tuesday,N02BE,23.9
5/4/2016,2016,5,276,Wednesday,N02BE,32.2
5/5/2016,2016,5,276,Thursday,N02BE,41.0
5/6/2016,2016,5,276,Friday,N02BE,33.6
5/7/2016,2016,5,276,Saturday,N02BE,47.2
5/8/2016,2016,5,276,Sunday,N02BE,40.4
5/9/2016,2016,5,276,Monday,N02BE,29.2
5/10/2016,2016,5,276,Tuesday,N02BE,28.25
5/11/2016,2016,5,276,Wednesday,N02BE,23.0
5/12/2016,2016,5,276,Thursday,N02BE,28.1
5/13/2016,2016,5,276,Friday,N02BE,37.0
5/14/2016,2016,5,276,Saturday,N02BE,31.25
5/15/2016,2016,5,276,Sunday,N02BE,44.1
5/16/2016,2016,5,276,Monday,N02BE,24.0
5/17/2016,2016,5,276,Tuesday,N02BE,38.4
5/18/2016,2016,5,276,Wednesday,N02BE,35.0
5/19/2016,2016,5,276,Thursday,N02BE,30.5
5/20/2016,2016,5,276,Friday,N02BE,14.0
5/21/2016,2016,5,276,Saturday,N02BE,42.5
5/22/2016,2016,5,276,Sunday,N02BE,55.6
5/23/2016,2016,5,276,Monday,N02BE,54.7
5/24/2016,2016,5,276,Tuesday,N02BE,32.0
5/25/2016,2016,5,276,Wednesday,N02BE,25.05
5/26/2016,2016,5,276,Thursday,N02BE,24.8
5/27/2016,2016,5,276,Friday,N02BE,17.0
5/28/2016,2016,5,276,Saturday,N02BE,43.0
5/29/2016,2016,5,276,Sunday,N02BE,31.8
5/30/2016,2016,5,276,Monday,N02BE,29.4
5/31/2016,2016,5,276,Tuesday,N02BE,21.0
6/1/2016,2016,6,276,Wednesday,N02BE,20.0
6/2/2016,2016,6,276,Thursday,N02BE,21.25
6/3/2016,2016,6,276,Friday,N02BE,18.0
6/4/2016,2016,6,276,Saturday,N02BE,21.0
6/5/2016,2016,6,276,Sunday,N02BE,23.4
6/6/2016,2016,6,276,Monday,N02BE,26.2
6/7/2016,2016,6,276,Tuesday,N02BE,28.5
6/8/2016,2016,6,276,Wednesday,N02BE,45.062
6/9/2016,2016,6,276,Thursday,N02BE,20.6
6/10/2016,2016,6,276,Friday,N02BE,26.0
6/11/2016,2016,6,276,Saturday,N02BE,35.6
6/12/2016,2016,6,276,Sunday,N02BE,47.0
6/13/2016,2016,6,276,Monday,N02BE,15.0
6/14/2016,2016,6,276,Tuesday,N02BE,17.4
6/15/2016,2016,6,276,Wednesday,N02BE,35.0
6/16/2016,2016,6,276,Thursday,N02BE,20.5
6/17/2016,2016,6,276,Friday,N02BE,20.0
6/18/2016,2016,6,276,Saturday,N02BE,37.5
6/19/2016,2016,6,276,Sunday,N02BE,40.0
6/20/2016,2016,6,276,Monday,N02BE,22.388
6/21/2016,2016,6,276,Tuesday,N02BE,23.0
6/22/2016,2016,6,276,Wednesday,N02BE,42.0
6/23/2016,2016,6,276,Thursday,N02BE,19.0
6/24/2016,2016,6,276,Friday,N02BE,19.0
6/25/2016,2016,6,276,Saturday,N02BE,20.25
6/26/2016,2016,6,276,Sunday,N02BE,17.4
6/27/2016,2016,6,276,Monday,N02BE,24.0
6/28/2016,2016,6,276,Tuesday,N02BE,24.0
6/29/2016,2016,6,276,Wednesday,N02BE,22.0
6/30/2016,2016,6,276,Thursday,N02BE,9.0
7/1/2016,2016,7,276,Friday,N02BE,24.0
7/2/2016,2016,7,276,Saturday,N02BE,25.4
7/3/2016,2016,7,276,Sunday,N02BE,18.6
7/4/2016,2016,7,276,Monday,N02BE,14.0
7/5/2016,2016,7,276,Tuesday,N02BE,19.0
7/6/2016,2016,7,276,Wednesday,N02BE,30.0
7/7/2016,2016,7,276,Thursday,N02BE,21.0
7/8/2016,2016,7,276,Friday,N02BE,28.0
7/9/2016,2016,7,276,Saturday,N02BE,11.0
7/10/2016,2016,7,276,Sunday,N02BE,29.0
7/11/2016,2016,7,276,Monday,N02BE,19.312
7/12/2016,2016,7,276,Tuesday,N02BE,27.2
7/13/2016,2016,7,276,Wednesday,N02BE,26.4
7/14/2016,2016,7,276,Thursday,N02BE,12.4
7/15/2016,2016,7,276,Friday,N02BE,15.0
7/16/2016,2016,7,276,Saturday,N02BE,23.3
7/17/2016,2016,7,276,Sunday,N02BE,26.65
7/18/2016,2016,7,276,Monday,N02BE,25.4
7/19/2016,2016,7,276,Tuesday,N02BE,19.0
7/20/2016,2016,7,276,Wednesday,N02BE,25.2
7/21/2016,2016,7,276,Thursday,N02BE,17.0
7/22/2016,2016,7,276,Friday,N02BE,14.0
7/23/2016,2016,7,276,Saturday,N02BE,15.0
7/24/2016,2016,7,276,Sunday,N02BE,32.0
7/25/2016,2016,7,276,Monday,N02BE,22.0
7/26/2016,2016,7,276,Tuesday,N02BE,10.0
7/27/2016,2016,7,276,Wednesday,N02BE,10.0
7/28/2016,2016,7,276,Thursday,N02BE,22.5
7/29/2016,2016,7,276,Friday,N02BE,11.0
7/30/2016,2016,7,276,Saturday,N02BE,37.0
7/31/2016,2016,7,276,Sunday,N02BE,22.0
8/1/2016,2016,8,276,Monday,N02BE,14.0
8/2/2016,2016,8,276,Tuesday,N02BE,12.0
8/3/2016,2016,8,276,Wednesday,N02BE,21.0
8/4/2016,2016,8,276,Thursday,N02BE,34.4
8/5/2016,2016,8,276,Friday,N02BE,21.0
8/6/2016,2016,8,276,Saturday,N02BE,20.0
8/7/2016,2016,8,276,Sunday,N02BE,40.2
8/8/2016,2016,8,276,Monday,N02BE,15.0
8/9/2016,2016,8,276,Tuesday,N02BE,29.0
8/10/2016,2016,8,276,Wednesday,N02BE,24.1
8/11/2016,2016,8,276,Thursday,N02BE,25.0
8/12/2016,2016,8,276,Friday,N02BE,27.6
8/13/2016,2016,8,276,Saturday,N02BE,32.0
8/14/2016,2016,8,276,Sunday,N02BE,18.21666667
8/15/2016,2016,8,276,Monday,N02BE,21.0
8/16/2016,2016,8,276,Tuesday,N02BE,14.45
8/17/2016,2016,8,276,Wednesday,N02BE,9.5
8/18/2016,2016,8,276,Thursday,N02BE,25.6
8/19/2016,2016,8,276,Friday,N02BE,27.0
8/20/2016,2016,8,276,Saturday,N02BE,26.2
8/21/2016,2016,8,276,Sunday,N02BE,39.0
8/22/2016,2016,8,276,Monday,N02BE,23.2
8/23/2016,2016,8,276,Tuesday,N02BE,14.7
8/24/2016,2016,8,276,Wednesday,N02BE,11.3
8/25/2016,2016,8,276,Thursday,N02BE,19.4
8/26/2016,2016,8,276,Friday,N02BE,20.7
8/27/2016,2016,8,276,Saturday,N02BE,17.51666667
8/28/2016,2016,8,276,Sunday,N02BE,37.0
8/29/2016,2016,8,276,Monday,N02BE,14.2
8/30/2016,2016,8,276,Tuesday,N02BE,8.9
8/31/2016,2016,8,276,Wednesday,N02BE,23.2
9/1/2016,2016,9,276,Thursday,N02BE,31.4
9/2/2016,2016,9,276,Friday,N02BE,10.0
9/3/2016,2016,9,276,Saturday,N02BE,54.2
9/4/2016,2016,9,276,Sunday,N02BE,30.9
9/5/2016,2016,9,276,Monday,N02BE,34.3
9/6/2016,2016,9,276,Tuesday,N02BE,32.8
9/7/2016,2016,9,276,Wednesday,N02BE,37.6
9/8/2016,2016,9,276,Thursday,N02BE,33.0
9/9/2016,2016,9,276,Friday,N02BE,26.124
9/10/2016,2016,9,276,Saturday,N02BE,34.0
9/11/2016,2016,9,276,Sunday,N02BE,57.2
9/12/2016,2016,9,276,Monday,N02BE,24.0
9/13/2016,2016,9,276,Tuesday,N02BE,32.0
9/14/2016,2016,9,276,Wednesday,N02BE,24.4
9/15/2016,2016,9,276,Thursday,N02BE,38.0
9/16/2016,2016,9,276,Friday,N02BE,26.3
9/17/2016,2016,9,276,Saturday,N02BE,56.0
9/18/2016,2016,9,276,Sunday,N02BE,24.45
9/19/2016,2016,9,276,Monday,N02BE,31.0
9/20/2016,2016,9,276,Tuesday,N02BE,33.4
9/21/2016,2016,9,276,Wednesday,N02BE,19.7
9/22/2016,2016,9,276,Thursday,N02BE,29.4
9/23/2016,2016,9,276,Friday,N02BE,28.4
9/24/2016,2016,9,276,Saturday,N02BE,61.2
9/25/2016,2016,9,276,Sunday,N02BE,61.125
9/26/2016,2016,9,276,Monday,N02BE,57.6
9/27/2016,2016,9,276,Tuesday,N02BE,51.7
9/28/2016,2016,9,276,Wednesday,N02BE,64.5
9/29/2016,2016,9,276,Thursday,N02BE,50.6
9/30/2016,2016,9,276,Friday,N02BE,23.4
10/1/2016,2016,10,276,Saturday,N02BE,54.038
10/2/2016,2016,10,276,Sunday,N02BE,80.5
10/3/2016,2016,10,276,Monday,N02BE,59.662
10/4/2016,2016,10,276,Tuesday,N02BE,47.6
10/5/2016,2016,10,276,Wednesday,N02BE,78.2
10/6/2016,2016,10,276,Thursday,N02BE,44.0
10/7/2016,2016,10,276,Friday,N02BE,47.625
10/8/2016,2016,10,276,Saturday,N02BE,52.7
10/9/2016,2016,10,276,Sunday,N02BE,88.4
10/10/2016,2016,10,276,Monday,N02BE,31.6
10/11/2016,2016,10,276,Tuesday,N02BE,52.6
10/12/2016,2016,10,276,Wednesday,N02BE,45.75
10/13/2016,2016,10,276,Thursday,N02BE,42.2
10/14/2016,2016,10,276,Friday,N02BE,38.7
10/15/2016,2016,10,276,Saturday,N02BE,47.2
10/16/2016,2016,10,276,Sunday,N02BE,89.3
10/17/2016,2016,10,276,Monday,N02BE,50.8
10/18/2016,2016,10,276,Tuesday,N02BE,42.1
10/19/2016,2016,10,276,Wednesday,N02BE,26.7
10/20/2016,2016,10,276,Thursday,N02BE,52.5
10/21/2016,2016,10,276,Friday,N02BE,40.8
10/22/2016,2016,10,276,Saturday,N02BE,29.7
10/23/2016,2016,10,276,Sunday,N02BE,51.21666667
10/24/2016,2016,10,276,Monday,N02BE,37.0
10/25/2016,2016,10,276,Tuesday,N02BE,62.4
10/26/2016,2016,10,276,Wednesday,N02BE,28.4
10/27/2016,2016,10,276,Thursday,N02BE,32.2
10/28/2016,2016,10,276,Friday,N02BE,34.4
10/29/2016,2016,10,276,Saturday,N02BE,78.5
10/30/2016,2016,10,276,Sunday,N02BE,73.1
10/31/2016,2016,10,276,Monday,N02BE,43.8
11/1/2016,2016,11,276,Tuesday,N02BE,25.9
11/2/2016,2016,11,276,Wednesday,N02BE,42.2
11/3/2016,2016,11,276,Thursday,N02BE,42.5
11/4/2016,2016,11,276,Friday,N02BE,24.3
11/5/2016,2016,11,276,Saturday,N02BE,35.4
11/6/2016,2016,11,276,Sunday,N02BE,42.45
11/7/2016,2016,11,276,Monday,N02BE,35.0
11/8/2016,2016,11,276,Tuesday,N02BE,20.0
11/9/2016,2016,11,276,Wednesday,N02BE,25.0
11/10/2016,2016,11,276,Thursday,N02BE,31.1
11/11/2016,2016,11,276,Friday,N02BE,33.0
11/12/2016,2016,11,276,Saturday,N02BE,56.5
11/13/2016,2016,11,276,Sunday,N02BE,60.2
11/14/2016,2016,11,276,Monday,N02BE,50.5
11/15/2016,2016,11,276,Tuesday,N02BE,30.1
11/16/2016,2016,11,276,Wednesday,N02BE,38.912
11/17/2016,2016,11,276,Thursday,N02BE,41.4
11/18/2016,2016,11,276,Friday,N02BE,31.0
11/19/2016,2016,11,276,Saturday,N02BE,35.4
11/20/2016,2016,11,276,Sunday,N02BE,25.5
11/21/2016,2016,11,276,Monday,N02BE,30.0
11/22/2016,2016,11,276,Tuesday,N02BE,23.0
11/23/2016,2016,11,276,Wednesday,N02BE,44.124
11/24/2016,2016,11,276,Thursday,N02BE,28.0
11/25/2016,2016,11,276,Friday,N02BE,21.0
11/26/2016,2016,11,276,Saturday,N02BE,36.0
11/27/2016,2016,11,276,Sunday,N02BE,61.0
11/28/2016,2016,11,276,Monday,N02BE,23.0
11/29/2016,2016,11,276,Tuesday,N02BE,45.6
11/30/2016,2016,11,276,Wednesday,N02BE,24.6
12/1/2016,2016,12,276,Thursday,N02BE,55.662
12/2/2016,2016,12,276,Friday,N02BE,43.0
12/3/2016,2016,12,276,Saturday,N02BE,43.3
12/4/2016,2016,12,276,Sunday,N02BE,67.0
12/5/2016,2016,12,276,Monday,N02BE,23.0
12/6/2016,2016,12,276,Tuesday,N02BE,27.2
12/7/2016,2016,12,276,Wednesday,N02BE,47.0
12/8/2016,2016,12,276,Thursday,N02BE,35.7
12/9/2016,2016,12,276,Friday,N02BE,35.062
12/10/2016,2016,12,276,Saturday,N02BE,45.4
12/11/2016,2016,12,276,Sunday,N02BE,62.062
12/12/2016,2016,12,276,Monday,N02BE,44.5
12/13/2016,2016,12,276,Tuesday,N02BE,43.6
12/14/2016,2016,12,276,Wednesday,N02BE,32.2
12/15/2016,2016,12,276,Thursday,N02BE,22.8
12/16/2016,2016,12,276,Friday,N02BE,39.775
12/17/2016,2016,12,276,Saturday,N02BE,59.95
12/18/2016,2016,12,276,Sunday,N02BE,60.7
12/20/2016,2016,12,276,Tuesday,N02BE,46.0
12/21/2016,2016,12,276,Wednesday,N02BE,37.0
12/22/2016,2016,12,276,Thursday,N02BE,38.4
12/23/2016,2016,12,276,Friday,N02BE,32.0
12/24/2016,2016,12,276,Saturday,N02BE,82.0
12/25/2016,2016,12,276,Sunday,N02BE,79.8
12/26/2016,2016,12,276,Monday,N02BE,58.924
12/27/2016,2016,12,276,Tuesday,N02BE,54.2
12/28/2016,2016,12,276,Wednesday,N02BE,57.2
12/29/2016,2016,12,276,Thursday,N02BE,81.2
12/30/2016,2016,12,276,Friday,N02BE,161.0
12/31/2016,2016,12,276,Saturday,N02BE,108.7
1/1/2017,2017,1,276,Sunday,N02BE,25.675
1/2/2017,2017,1,276,Monday,N02BE,32.0
1/3/2017,2017,1,276,Tuesday,N02BE,66.8125
1/4/2017,2017,1,276,Wednesday,N02BE,56.76666667
1/5/2017,2017,1,276,Thursday,N02BE,62.20833333
1/6/2017,2017,1,276,Friday,N02BE,65.5625
1/7/2017,2017,1,276,Saturday,N02BE,34.625
1/8/2017,2017,1,276,Sunday,N02BE,25.375
1/9/2017,2017,1,276,Monday,N02BE,56.125
1/10/2017,2017,1,276,Tuesday,N02BE,54.25
1/11/2017,2017,1,276,Wednesday,N02BE,51.04166667
1/12/2017,2017,1,276,Thursday,N02BE,65.9375
1/13/2017,2017,1,276,Friday,N02BE,54.41666667
1/14/2017,2017,1,276,Saturday,N02BE,47.91666667
